GEO_ID,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008
Geography,Geographic Area Name,Total,Total!!White alone,Total!!Black or African American alone,Total!!American Indian and Alaska Native alone,Total!!Asian alone,Total!!Native Hawaiian and Other Pacific Islander alone,Total!!Some Other Race alone,Total!!Two or More Races
1400000US06085509107,"Census Tract 5091.07, Santa Clara County, California",4892,1638,170,15,1951,32,848,238
1400000US06085509108,"Census Tract 5091.08, Santa Clara County, California",4281,2063,188,32,1147,35,562,254
1400000US06085509109,"Census Tract 5091.09, Santa Clara County, California",4346,2207,93,14,1594,7,201,230
1400000US06085509201,"Census Tract 5092.01, Santa Clara County, California",4603,2597,134,24,1219,48,310,271
1400000US06085509202,"Census Tract 5092.02, Santa Clara County, California",4480,2530,75,25,1190,19,424,217
1400000US06085509302,"Census Tract 5093.02, Santa Clara County, California",2978,1964,72,18,604,20,161,139
1400000US06085509303,"Census Tract 5093.03, Santa Clara County, California",3706,2038,106,13,942,33,357,217
1400000US06085509304,"Census Tract 5093.04, Santa Clara County, California",2871,1498,86,8,678,27,436,138
1400000US06085509401,"Census Tract 5094.01, Santa Clara County, California",3212,1563,77,10,1198,24,222,118
1400000US06085509403,"Census Tract 5094.03, Santa Clara County, California",5121,2273,157,38,1059,29,1344,221
1400000US06085509404,"Census Tract 5094.04, Santa Clara County, California",6076,2655,112,41,1876,39,1084,269
1400000US06085509500,"Census Tract 5095, Santa Clara County, California",5565,3143,139,28,964,21,936,334
1400000US06085509600,"Census Tract 5096, Santa Clara County, California",2625,1713,39,10,646,5,99,113
1400000US06085509700,"Census Tract 5097, Santa Clara County, California",3128,2050,54,19,615,24,218,148
1400000US06085509801,"Census Tract 5098.01, Santa Clara County, California",5274,3336,74,14,1218,4,298,330
1400000US06085509802,"Census Tract 5098.02, Santa Clara County, California",2719,1855,32,3,639,5,58,127
1400000US06085509901,"Census Tract 5099.01, Santa Clara County, California",1934,1455,4,2,367,4,18,84
1400000US06085509902,"Census Tract 5099.02, Santa Clara County, California",4838,3238,40,20,1190,11,110,229
1400000US06085510001,"Census Tract 5100.01, Santa Clara County, California",6116,4195,42,7,1551,11,41,269
1400000US06085510002,"Census Tract 5100.02, Santa Clara County, California",3553,2420,12,6,911,8,14,182
1400000US06085510100,"Census Tract 5101, Santa Clara County, California",2948,2110,10,3,682,0,19,124
1400000US06085510200,"Census Tract 5102, Santa Clara County, California",4328,3157,20,8,905,6,27,205
1400000US06085510300,"Census Tract 5103, Santa Clara County, California",4020,3000,18,3,812,17,27,143
1400000US06085510400,"Census Tract 5104, Santa Clara County, California",3131,2077,16,18,842,6,27,145
1400000US06085510500,"Census Tract 5105, Santa Clara County, California",4688,3483,22,2,979,10,19,173
1400000US06085510600,"Census Tract 5106, Santa Clara County, California",6139,3741,98,15,1753,10,322,200
1400000US06085510700,"Census Tract 5107, Santa Clara County, California",4775,2400,175,7,1785,21,192,195
1400000US06085510801,"Census Tract 5108.01, Santa Clara County, California",5290,2927,49,4,2045,8,65,192
1400000US06085510802,"Census Tract 5108.02, Santa Clara County, California",1840,1226,38,0,470,1,25,80
1400000US06085510803,"Census Tract 5108.03, Santa Clara County, California",2558,1424,30,6,926,9,30,133
1400000US06085510900,"Census Tract 5109, Santa Clara County, California",5354,3311,91,14,1540,10,129,259
1400000US06085511000,"Census Tract 5110, Santa Clara County, California",6402,3391,163,8,2313,26,185,316
1400000US06085511100,"Census Tract 5111, Santa Clara County, California",5445,3575,38,6,1541,10,56,219
1400000US06085511200,"Census Tract 5112, Santa Clara County, California",4849,3718,76,6,773,5,51,220
1400000US06085511301,"Census Tract 5113.01, Santa Clara County, California",3671,2777,126,3,503,11,90,161
1400000US06085511302,"Census Tract 5113.02, Santa Clara County, California",4062,3051,74,11,703,3,63,157
1400000US06085511400,"Census Tract 5114, Santa Clara County, California",3639,2804,26,2,629,7,37,134
1400000US06085511500,"Census Tract 5115, Santa Clara County, California",7513,5508,157,29,1330,12,106,371
1400000US06085511608,"Census Tract 5116.08, Santa Clara County, California",2687,1439,190,32,648,9,67,302
1400000US06085511609,"Census Tract 5116.09, Santa Clara County, California",3183,2106,65,4,853,8,49,98
1400000US06085511701,"Census Tract 5117.01, Santa Clara County, California",4017,2790,21,1,1025,6,15,159
1400000US06085511702,"Census Tract 5117.02, Santa Clara County, California",2684,1900,17,1,612,0,28,126
1400000US06085511704,"Census Tract 5117.04, Santa Clara County, California",4520,3097,22,3,1187,3,36,172
1400000US06085511705,"Census Tract 5117.05, Santa Clara County, California",995,688,23,2,228,2,14,38
1400000US06085511707,"Census Tract 5117.07, Santa Clara County, California",3009,2263,27,7,537,4,56,115
1400000US06085511800,"Census Tract 5118, Santa Clara County, California",4009,3575,14,15,160,3,76,166
1400000US06085511905,"Census Tract 5119.05, Santa Clara County, California",3129,1845,30,4,1037,8,39,166
1400000US06085511907,"Census Tract 5119.07, Santa Clara County, California",3988,2316,27,6,1377,12,68,182
1400000US06085511909,"Census Tract 5119.09, Santa Clara County, California",7997,4194,34,19,3287,3,71,389
1400000US06085511910,"Census Tract 5119.10, Santa Clara County, California",3042,2388,26,14,494,2,33,85
1400000US06085511911,"Census Tract 5119.11, Santa Clara County, California",4806,3267,194,31,905,16,167,226
1400000US06085511912,"Census Tract 5119.12, Santa Clara County, California",5440,2800,33,19,2293,5,77,213
1400000US06085511913,"Census Tract 5119.13, Santa Clara County, California",4295,3335,27,11,652,10,50,210
1400000US06085511914,"Census Tract 5119.14, Santa Clara County, California",5684,4028,74,18,1176,11,98,279
1400000US06085511915,"Census Tract 5119.15, Santa Clara County, California",3806,2311,102,41,416,21,681,234
1400000US06085511916,"Census Tract 5119.16, Santa Clara County, California",4669,3198,115,13,853,25,220,245
1400000US06085512001,"Census Tract 5120.01, Santa Clara County, California",6774,2584,245,63,2870,14,658,340
1400000US06085512005,"Census Tract 5120.05, Santa Clara County, California",6711,4207,211,42,1239,37,606,369
1400000US06085512017,"Census Tract 5120.17, Santa Clara County, California",7804,2446,260,80,2407,66,2116,429
1400000US06085512019,"Census Tract 5120.19, Santa Clara County, California",4737,2117,201,44,1336,16,768,255
1400000US06085512020,"Census Tract 5120.20, Santa Clara County, California",6858,2400,396,45,2262,41,1357,357
1400000US06085512021,"Census Tract 5120.21, Santa Clara County, California",6087,2767,278,54,1915,17,717,339
1400000US06085512022,"Census Tract 5120.22, Santa Clara County, California",5374,2255,258,69,1556,23,893,320
1400000US06085512023,"Census Tract 5120.23, Santa Clara County, California",5418,2277,368,85,1007,28,1304,349
1400000US06085512024,"Census Tract 5120.24, Santa Clara County, California",4670,2543,431,35,870,23,403,365
1400000US06085512025,"Census Tract 5120.25, Santa Clara County, California",3203,1940,84,13,683,7,275,201
1400000US06085512026,"Census Tract 5120.26, Santa Clara County, California",3871,1713,232,60,985,23,537,321
1400000US06085512027,"Census Tract 5120.27, Santa Clara County, California",4085,2216,227,37,728,17,557,303
1400000US06085512029,"Census Tract 5120.29, Santa Clara County, California",6892,4237,245,81,1115,49,713,452
1400000US06085512030,"Census Tract 5120.30, Santa Clara County, California",3074,1947,79,17,506,22,275,228
1400000US06085512031,"Census Tract 5120.31, Santa Clara County, California",4406,2821,96,64,629,17,450,329
1400000US06085512032,"Census Tract 5120.32, Santa Clara County, California",3389,1934,121,48,563,11,421,291
1400000US06085512033,"Census Tract 5120.33, Santa Clara County, California",6125,3773,228,40,1058,29,644,353
1400000US06085512034,"Census Tract 5120.34, Santa Clara County, California",3101,1813,135,34,570,10,356,183
1400000US06085512035,"Census Tract 5120.35, Santa Clara County, California",4172,2473,137,61,729,19,457,296
1400000US06085512036,"Census Tract 5120.36, Santa Clara County, California",4585,2141,173,36,1498,23,408,306
1400000US06085512037,"Census Tract 5120.37, Santa Clara County, California",3214,1850,119,16,508,1,456,264
1400000US06085512038,"Census Tract 5120.38, Santa Clara County, California",2847,1436,161,23,742,14,298,173
1400000US06085512039,"Census Tract 5120.39, Santa Clara County, California",4784,1612,213,54,1892,20,729,264
1400000US06085512042,"Census Tract 5120.42, Santa Clara County, California",2841,745,164,37,1078,22,663,132
1400000US06085512043,"Census Tract 5120.43, Santa Clara County, California",6129,2311,374,63,1145,44,1936,256
1400000US06085512045,"Census Tract 5120.45, Santa Clara County, California",5602,3737,124,56,819,23,479,364
1400000US06085512047,"Census Tract 5120.47, Santa Clara County, California",5461,3481,175,52,766,12,619,356
1400000US06085512052,"Census Tract 5120.52, Santa Clara County, California",3988,2446,145,31,676,15,391,284
1400000US06085512053,"Census Tract 5120.53, Santa Clara County, California",4534,2534,197,68,658,10,726,341
1400000US06085512100,"Census Tract 5121, Santa Clara County, California",1666,900,10,16,293,5,369,73
1400000US06085512200,"Census Tract 5122, Santa Clara County, California",4014,3175,43,24,351,17,207,197
1400000US06085512305,"Census Tract 5123.05, Santa Clara County, California",3936,2758,64,43,536,18,343,174
1400000US06085512307,"Census Tract 5123.07, Santa Clara County, California",6344,4812,100,49,479,13,523,368
1400000US06085512308,"Census Tract 5123.08, Santa Clara County, California",7006,4807,101,37,1026,23,563,449
1400000US06085512309,"Census Tract 5123.09, Santa Clara County, California",4996,3675,83,38,475,18,414,293
1400000US06085512310,"Census Tract 5123.10, Santa Clara County, California",3791,1839,95,51,470,13,1058,265
1400000US06085512311,"Census Tract 5123.11, Santa Clara County, California",3314,2075,81,34,345,3,589,187
1400000US06085512312,"Census Tract 5123.12, Santa Clara County, California",2899,1958,50,14,224,11,454,188
1400000US06085512313,"Census Tract 5123.13, Santa Clara County, California",3887,2153,94,44,212,16,1124,244
1400000US06085512314,"Census Tract 5123.14, Santa Clara County, California",5932,3601,102,70,436,15,1380,328
1400000US06085512401,"Census Tract 5124.01, Santa Clara County, California",4782,3134,31,51,308,5,986,267
1400000US06085512402,"Census Tract 5124.02, Santa Clara County, California",5167,3269,42,59,398,19,1146,234
1400000US06085512503,"Census Tract 5125.03, Santa Clara County, California",7726,5308,210,62,930,22,763,431
1400000US06085512505,"Census Tract 5125.05, Santa Clara County, California",7295,3973,155,150,598,17,1929,473
1400000US06085512506,"Census Tract 5125.06, Santa Clara County, California",6686,3387,170,164,352,19,2215,379
1400000US06085512508,"Census Tract 5125.08, Santa Clara County, California",7955,4666,93,142,366,11,2345,332
1400000US06085512509,"Census Tract 5125.09, Santa Clara County, California",4111,2609,79,56,256,11,886,214
1400000US06085512510,"Census Tract 5125.10, Santa Clara County, California",6194,4041,98,82,568,21,1085,299
1400000US06085512602,"Census Tract 5126.02, Santa Clara County, California",2997,1827,6,56,144,1,871,92
1400000US06085512603,"Census Tract 5126.03, Santa Clara County, California",3954,1949,60,86,82,1,1617,159
1400000US06085512604,"Census Tract 5126.04, Santa Clara County, California",4505,2407,90,99,77,6,1653,173
1400000US06085513000,"Census Tract 5130, Santa Clara County, California",8215,4180,411,48,2759,15,174,628
1400000US06085513500,"Census Tract 5135, Santa Clara County, California",1144,869,10,8,52,10,139,56
