GEO_ID,NAME,H016001,H016002,H016003,H016004,H016005,H016006,H016007,H016008,H016009,H016010,H016011,H016012,H016013,H016014,H016015,H016016,H016017
Geography,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
1400000US06085505402,"Census Tract 5054.02, Santa Clara County, California",1125,670,158,229,115,103,37,18,10,455,106,118,104,61,41,19,6
1400000US06085505403,"Census Tract 5054.03, Santa Clara County, California",2637,894,299,265,159,106,41,14,10,1743,421,537,374,263,96,31,21
1400000US06085505500,"Census Tract 5055, Santa Clara County, California",1594,888,244,285,152,144,39,16,8,706,231,207,130,79,35,16,8
1400000US06085505600,"Census Tract 5056, Santa Clara County, California",1254,290,69,109,51,38,6,8,9,964,447,245,119,73,36,21,23
1400000US06085505700,"Census Tract 5057, Santa Clara County, California",2295,689,169,227,126,98,41,16,12,1606,526,502,259,171,77,24,47
1400000US06085505800,"Census Tract 5058, Santa Clara County, California",1513,1050,253,377,175,176,48,13,8,463,123,168,79,62,14,13,4
1400000US06085505900,"Census Tract 5059, Santa Clara County, California",3047,1226,275,434,220,187,72,26,12,1821,737,569,277,155,55,18,10
1400000US06085506000,"Census Tract 5060, Santa Clara County, California",1843,1009,246,352,181,143,49,24,14,834,220,285,165,120,29,8,7
1400000US06085506101,"Census Tract 5061.01, Santa Clara County, California",1701,1197,230,418,225,210,73,27,14,504,120,137,107,76,47,11,6
1400000US06085506102,"Census Tract 5061.02, Santa Clara County, California",1540,1058,275,365,197,151,55,10,5,482,92,180,105,71,25,4,5
1400000US06085506103,"Census Tract 5061.03, Santa Clara County, California",1641,1074,199,311,198,266,60,29,11,567,107,139,147,106,46,15,7
1400000US06085506202,"Census Tract 5062.02, Santa Clara County, California",2505,1609,277,527,313,348,101,34,9,896,248,245,178,152,44,20,9
1400000US06085506203,"Census Tract 5062.03, Santa Clara County, California",2418,638,196,153,126,124,25,10,4,1780,455,531,351,304,89,27,23
1400000US06085506204,"Census Tract 5062.04, Santa Clara County, California",2109,1356,271,403,280,283,77,30,12,753,97,208,158,174,61,31,24
1400000US06085506301,"Census Tract 5063.01, Santa Clara County, California",2327,714,233,261,98,72,33,9,8,1613,543,545,267,159,58,26,15
1400000US06085506302,"Census Tract 5063.02, Santa Clara County, California",2487,1415,296,491,257,259,72,21,19,1072,284,377,178,134,62,25,12
1400000US06085506304,"Census Tract 5063.04, Santa Clara County, California",2071,439,119,143,78,67,27,2,3,1632,642,429,217,154,107,45,38
1400000US06085506305,"Census Tract 5063.05, Santa Clara County, California",2490,497,102,165,101,86,26,11,6,1993,480,516,359,298,160,93,87
1400000US06085506401,"Census Tract 5064.01, Santa Clara County, California",1915,681,177,254,108,90,34,9,9,1234,529,353,154,82,65,31,20
1400000US06085506402,"Census Tract 5064.02, Santa Clara County, California",2217,703,134,235,142,124,46,12,10,1514,498,453,245,166,97,33,22
1400000US06085506501,"Census Tract 5065.01, Santa Clara County, California",2500,686,233,230,115,67,23,8,10,1814,343,415,291,276,249,128,112
1400000US06085506502,"Census Tract 5065.02, Santa Clara County, California",1920,890,330,307,123,94,25,8,3,1030,407,395,144,52,23,5,4
1400000US06085506503,"Census Tract 5065.03, Santa Clara County, California",2631,794,181,288,136,132,34,15,8,1837,747,536,226,203,75,24,26
1400000US06085506601,"Census Tract 5066.01, Santa Clara County, California",1693,830,131,260,170,178,67,14,10,863,288,232,156,106,49,15,17
1400000US06085506603,"Census Tract 5066.03, Santa Clara County, California",1399,1129,175,363,240,238,81,23,9,270,50,59,56,56,27,15,7
1400000US06085506604,"Census Tract 5066.04, Santa Clara County, California",2566,1875,314,591,369,407,142,36,16,691,137,185,126,128,76,23,16
1400000US06085506605,"Census Tract 5066.05, Santa Clara County, California",1528,645,100,215,124,140,35,23,8,883,298,258,146,103,53,17,8
1400000US06085506606,"Census Tract 5066.06, Santa Clara County, California",1642,718,116,230,156,145,44,16,11,924,271,223,186,145,56,25,18
1400000US06085506701,"Census Tract 5067.01, Santa Clara County, California",1349,1036,144,304,218,257,83,19,11,313,57,95,64,43,36,11,7
1400000US06085506702,"Census Tract 5067.02, Santa Clara County, California",2032,1141,230,367,215,202,75,31,21,891,243,280,140,119,72,22,15
1400000US06085506703,"Census Tract 5067.03, Santa Clara County, California",1418,792,185,254,158,134,41,12,8,626,204,162,103,93,42,14,8
1400000US06085506801,"Census Tract 5068.01, Santa Clara County, California",2247,1430,249,460,278,306,112,15,10,817,294,237,150,77,39,14,6
1400000US06085506802,"Census Tract 5068.02, Santa Clara County, California",1903,1363,262,432,267,271,102,22,7,540,143,163,112,76,28,11,7
1400000US06085506803,"Census Tract 5068.03, Santa Clara County, California",2388,1618,239,546,307,351,117,40,18,770,167,192,148,149,69,32,13
1400000US06085506804,"Census Tract 5068.04, Santa Clara County, California",1346,1144,215,375,212,240,87,10,5,202,43,65,39,36,13,4,2
1400000US06085506900,"Census Tract 5069, Santa Clara County, California",2657,2162,293,739,397,480,190,49,14,495,201,110,78,64,27,10,5
1400000US06085507001,"Census Tract 5070.01, Santa Clara County, California",2964,1803,439,676,303,270,91,13,11,1161,672,274,109,83,19,3,1
1400000US06085507002,"Census Tract 5070.02, Santa Clara County, California",1017,862,96,373,155,162,54,19,3,155,64,36,24,19,10,2,0
1400000US06085507100,"Census Tract 5071, Santa Clara County, California",1298,482,99,177,78,92,26,8,2,816,399,278,88,42,6,3,0
1400000US06085507203,"Census Tract 5072.03, Santa Clara County, California",1130,600,128,222,106,109,23,11,1,530,212,176,74,48,15,3,2
1400000US06085507205,"Census Tract 5072.05, Santa Clara County, California",1873,1556,367,635,234,230,68,15,7,317,89,120,48,44,12,4,0
1400000US06085507206,"Census Tract 5072.06, Santa Clara County, California",983,878,109,344,161,174,70,15,5,105,38,18,17,20,7,4,1
1400000US06085507301,"Census Tract 5073.01, Santa Clara County, California",2463,1928,222,721,377,393,153,48,14,535,319,124,29,39,17,7,0
1400000US06085507302,"Census Tract 5073.02, Santa Clara County, California",1018,821,108,342,161,137,50,15,8,197,86,44,30,27,6,4,0
1400000US06085507401,"Census Tract 5074.01, Santa Clara County, California",1915,1768,202,640,328,422,105,55,16,147,18,28,25,53,15,4,4
1400000US06085507402,"Census Tract 5074.02, Santa Clara County, California",1463,1213,252,400,220,237,78,17,9,250,63,76,48,36,25,2,0
1400000US06085507500,"Census Tract 5075, Santa Clara County, California",1989,1810,205,634,350,431,131,47,12,179,39,35,30,50,16,8,1
1400000US06085507600,"Census Tract 5076, Santa Clara County, California",1971,1788,198,719,312,402,107,39,11,183,33,48,31,51,15,3,2
1400000US06085507701,"Census Tract 5077.01, Santa Clara County, California",1362,1069,129,321,243,252,75,37,12,293,81,46,50,82,22,12,0
1400000US06085507702,"Census Tract 5077.02, Santa Clara County, California",2054,1825,180,619,416,444,112,42,12,229,21,38,51,79,28,9,3
1400000US06085507703,"Census Tract 5077.03, Santa Clara County, California",2741,1781,257,584,334,435,115,41,15,960,310,220,172,200,45,9,4
1400000US06085507805,"Census Tract 5078.05, Santa Clara County, California",2017,783,139,245,161,175,41,16,6,1234,295,345,274,231,60,18,11
1400000US06085507806,"Census Tract 5078.06, Santa Clara County, California",1953,678,78,197,148,164,60,24,7,1275,221,201,333,434,66,12,8
1400000US06085507807,"Census Tract 5078.07, Santa Clara County, California",1029,716,96,184,163,207,45,16,5,313,16,46,90,119,32,9,1
1400000US06085507808,"Census Tract 5078.08, Santa Clara County, California",1760,1367,131,382,316,364,130,37,7,393,44,61,97,150,31,6,4
1400000US06085507903,"Census Tract 5079.03, Santa Clara County, California",1619,1390,196,394,304,378,80,29,9,229,19,31,63,82,22,11,1
1400000US06085507904,"Census Tract 5079.04, Santa Clara County, California",1095,975,100,291,222,257,61,39,5,120,13,18,26,37,20,4,2
1400000US06085507905,"Census Tract 5079.05, Santa Clara County, California",2108,1069,176,287,228,272,66,31,9,1039,295,242,214,215,50,18,5
1400000US06085507906,"Census Tract 5079.06, Santa Clara County, California",1425,1195,153,317,267,326,85,30,17,230,19,24,46,95,35,8,3
1400000US06085508001,"Census Tract 5080.01, Santa Clara County, California",2732,1605,301,477,321,378,88,31,9,1127,355,206,218,268,56,16,8
1400000US06085508003,"Census Tract 5080.03, Santa Clara County, California",737,364,56,95,89,86,29,7,2,373,67,70,82,110,32,6,6
1400000US06085508004,"Census Tract 5080.04, Santa Clara County, California",2090,1073,127,287,251,267,75,48,18,1017,203,280,249,200,66,14,5
1400000US06085508101,"Census Tract 5081.01, Santa Clara County, California",2286,1345,266,366,267,326,77,30,13,941,127,158,217,354,61,19,5
1400000US06085508102,"Census Tract 5081.02, Santa Clara County, California",1259,588,92,183,124,143,29,13,4,671,167,183,193,101,20,6,1
1400000US06085508202,"Census Tract 5082.02, Santa Clara County, California",2793,1768,316,628,344,341,89,31,19,1025,241,245,211,190,80,32,26
1400000US06085508203,"Census Tract 5082.03, Santa Clara County, California",1792,1225,181,407,248,273,81,25,10,567,94,119,131,158,49,13,3
1400000US06085508204,"Census Tract 5082.04, Santa Clara County, California",1454,1011,163,303,223,245,51,22,4,443,74,93,107,108,31,19,11
1400000US06085508301,"Census Tract 5083.01, Santa Clara County, California",1534,1245,190,395,233,312,72,34,9,289,117,57,41,50,16,5,3
1400000US06085508303,"Census Tract 5083.03, Santa Clara County, California",917,830,122,318,132,188,55,10,5,87,9,19,24,21,9,5,0
1400000US06085508304,"Census Tract 5083.04, Santa Clara County, California",2947,938,170,320,167,203,57,17,4,2009,445,541,486,362,117,40,18
1400000US06085508401,"Census Tract 5084.01, Santa Clara County, California",2532,1644,330,477,319,370,100,35,13,888,287,207,166,176,35,14,3
1400000US06085508403,"Census Tract 5084.03, Santa Clara County, California",1038,872,165,317,154,176,46,12,2,166,57,38,22,40,3,4,2
1400000US06085508404,"Census Tract 5084.04, Santa Clara County, California",2291,1377,214,484,251,318,69,23,18,914,309,249,142,135,60,14,5
1400000US06085508503,"Census Tract 5085.03, Santa Clara County, California",2754,779,206,254,139,139,29,9,3,1975,731,500,339,303,65,29,8
1400000US06085508504,"Census Tract 5085.04, Santa Clara County, California",3134,532,127,199,97,74,11,16,8,2602,763,773,560,298,127,46,35
1400000US06085508505,"Census Tract 5085.05, Santa Clara County, California",1906,979,244,357,176,142,37,15,8,927,342,281,180,90,19,8,7
1400000US06085508507,"Census Tract 5085.07, Santa Clara County, California",1352,359,181,105,45,21,7,0,0,993,248,326,241,120,38,14,6
1400000US06085508508,"Census Tract 5085.08, Santa Clara County, California",1872,758,157,298,118,127,39,14,5,1114,200,290,234,203,95,57,35
1400000US06085508601,"Census Tract 5086.01, Santa Clara County, California",1361,849,174,269,166,161,57,14,8,512,140,156,105,61,34,7,9
1400000US06085508602,"Census Tract 5086.02, Santa Clara County, California",1756,567,131,187,111,99,26,8,5,1189,492,393,168,98,24,7,7
1400000US06085508703,"Census Tract 5087.03, Santa Clara County, California",2993,1089,282,365,195,175,47,16,9,1904,468,630,401,231,90,48,36
1400000US06085508704,"Census Tract 5087.04, Santa Clara County, California",2221,448,98,137,92,73,24,15,9,1773,610,600,326,140,64,17,16
1400000US06085508800,"Census Tract 5088, Santa Clara County, California",1395,379,93,120,75,39,22,10,20,1016,271,301,183,127,74,37,23
1400000US06085508900,"Census Tract 5089, Santa Clara County, California",1659,789,178,188,156,114,63,36,54,870,177,188,165,145,104,42,49
1400000US06085509000,"Census Tract 5090, Santa Clara County, California",2459,1271,301,372,228,190,84,35,61,1188,217,298,220,217,114,59,63
1400000US06085509102,"Census Tract 5091.02, Santa Clara County, California",2235,798,270,274,131,85,27,7,4,1437,440,574,297,88,28,6,4
1400000US06085509105,"Census Tract 5091.05, Santa Clara County, California",3000,976,348,363,141,98,21,4,1,2024,688,717,357,182,52,18,10
1400000US06085509106,"Census Tract 5091.06, Santa Clara County, California",1734,536,107,203,112,75,32,5,2,1198,446,348,181,112,49,34,28
1400000US06085509107,"Census Tract 5091.07, Santa Clara County, California",1902,57,8,19,14,13,2,1,0,1845,506,598,342,195,91,62,51
1400000US06085509108,"Census Tract 5091.08, Santa Clara County, California",1852,681,217,222,125,71,28,8,10,1171,417,354,195,121,48,16,20
1400000US06085509109,"Census Tract 5091.09, Santa Clara County, California",1894,1042,315,361,179,145,29,9,4,852,243,311,164,84,38,8,4
1400000US06085509201,"Census Tract 5092.01, Santa Clara County, California",2263,1037,446,343,114,93,28,9,4,1226,505,401,176,84,32,16,12
1400000US06085509202,"Census Tract 5092.02, Santa Clara County, California",1812,896,180,288,178,147,62,22,19,916,388,257,133,82,25,15,16
1400000US06085509302,"Census Tract 5093.02, Santa Clara County, California",1212,791,178,280,145,141,32,9,6,421,150,122,68,55,13,7,6
1400000US06085509303,"Census Tract 5093.03, Santa Clara County, California",1833,446,199,134,60,33,12,2,6,1387,649,420,142,93,38,23,22
1400000US06085509304,"Census Tract 5093.04, Santa Clara County, California",1214,491,188,163,66,56,11,3,4,723,196,237,137,80,37,20,16
1400000US06085509401,"Census Tract 5094.01, Santa Clara County, California",1602,326,103,94,59,48,14,6,2,1276,656,323,147,102,31,9,8
1400000US06085509403,"Census Tract 5094.03, Santa Clara County, California",2030,249,139,72,26,9,2,1,0,1781,539,520,272,204,107,75,64
1400000US06085509404,"Census Tract 5094.04, Santa Clara County, California",2487,926,320,295,134,117,37,17,6,1561,509,473,219,152,109,49,50
1400000US06085509500,"Census Tract 5095, Santa Clara County, California",2247,449,113,153,80,60,33,5,5,1798,654,493,257,186,107,57,44
1400000US06085509600,"Census Tract 5096, Santa Clara County, California",1283,420,117,153,65,63,18,2,2,863,389,309,99,42,13,8,3
1400000US06085509700,"Census Tract 5097, Santa Clara County, California",1453,583,162,208,83,103,21,4,2,870,380,278,100,72,28,6,6
1400000US06085509801,"Census Tract 5098.01, Santa Clara County, California",2190,1238,252,402,225,262,71,19,7,952,426,257,127,91,33,12,6
1400000US06085509802,"Census Tract 5098.02, Santa Clara County, California",1092,659,125,230,128,136,32,6,2,433,163,115,75,57,13,8,2
1400000US06085509901,"Census Tract 5099.01, Santa Clara County, California",746,585,128,191,83,142,33,6,2,161,66,32,22,34,5,1,1
1400000US06085509902,"Census Tract 5099.02, Santa Clara County, California",1846,1354,246,477,230,271,84,35,11,492,230,105,69,53,28,4,3
1400000US06085510001,"Census Tract 5100.01, Santa Clara County, California",2083,1912,271,663,329,446,144,46,13,171,36,40,28,43,13,9,2
1400000US06085510002,"Census Tract 5100.02, Santa Clara County, California",1264,1098,144,409,208,225,76,28,8,166,39,45,31,33,16,2,0
1400000US06085510100,"Census Tract 5101, Santa Clara County, California",1078,1004,131,419,170,212,52,16,4,74,14,13,14,19,11,2,1
1400000US06085510200,"Census Tract 5102, Santa Clara County, California",1496,1362,162,492,239,327,108,28,6,134,28,34,13,36,15,7,1
1400000US06085510300,"Census Tract 5103, Santa Clara County, California",1648,1237,297,475,169,212,57,18,9,411,133,130,57,67,20,3,1
1400000US06085510400,"Census Tract 5104, Santa Clara County, California",1158,983,181,333,162,217,74,12,4,175,59,35,26,41,8,3,3
1400000US06085510500,"Census Tract 5105, Santa Clara County, California",1880,1473,248,593,222,277,100,28,5,407,242,84,33,36,9,1,2
1400000US06085510600,"Census Tract 5106, Santa Clara County, California",2376,1484,299,522,264,273,90,28,8,892,269,260,142,127,62,24,8
1400000US06085510700,"Census Tract 5107, Santa Clara County, California",1966,815,161,221,174,186,46,21,6,1151,476,321,146,139,47,16,6
1400000US06085510801,"Census Tract 5108.01, Santa Clara County, California",1948,1599,297,546,325,287,103,36,5,349,72,81,65,93,29,4,5
1400000US06085510802,"Census Tract 5108.02, Santa Clara County, California",708,556,111,201,98,106,32,7,1,152,39,42,29,28,12,2,0
1400000US06085510803,"Census Tract 5108.03, Santa Clara County, California",1031,568,86,186,115,123,41,14,3,463,235,84,55,66,19,2,2
1400000US06085510900,"Census Tract 5109, Santa Clara County, California",2032,1205,210,424,205,242,88,30,6,827,273,232,128,128,52,11,3
1400000US06085511000,"Census Tract 5110, Santa Clara County, California",2397,1425,246,445,278,317,100,28,11,972,289,262,174,177,56,9,5
1400000US06085511100,"Census Tract 5111, Santa Clara County, California",1896,1651,238,591,283,376,117,41,5,245,35,41,54,70,39,5,1
1400000US06085511200,"Census Tract 5112, Santa Clara County, California",1777,1381,210,500,236,290,109,26,10,396,111,119,73,57,28,5,3
1400000US06085511301,"Census Tract 5113.01, Santa Clara County, California",1764,726,209,260,99,112,35,8,3,1038,580,272,86,59,24,11,6
1400000US06085511302,"Census Tract 5113.02, Santa Clara County, California",2324,609,237,203,81,67,13,6,2,1715,1083,470,106,42,8,3,3
1400000US06085511400,"Census Tract 5114, Santa Clara County, California",1374,1002,170,391,169,174,69,22,7,372,97,121,59,60,23,9,3
1400000US06085511500,"Census Tract 5115, Santa Clara County, California",2999,1651,355,653,276,243,90,27,7,1348,584,444,171,105,26,15,3
1400000US06085511608,"Census Tract 5116.08, Santa Clara County, California",108,2,1,1,0,0,0,0,0,106,11,88,1,3,2,1,0
1400000US06085511609,"Census Tract 5116.09, Santa Clara County, California",1757,179,112,66,1,0,0,0,0,1578,782,482,174,111,26,3,0
1400000US06085511701,"Census Tract 5117.01, Santa Clara County, California",1427,1291,143,537,242,221,110,31,7,136,34,28,21,37,9,6,1
1400000US06085511702,"Census Tract 5117.02, Santa Clara County, California",943,859,104,341,147,164,77,23,3,84,20,17,14,17,9,5,2
1400000US06085511704,"Census Tract 5117.04, Santa Clara County, California",1616,1483,182,656,253,227,100,45,20,133,26,36,28,21,16,5,1
1400000US06085511705,"Census Tract 5117.05, Santa Clara County, California",339,265,43,104,44,57,14,2,1,74,22,15,13,18,5,1,0
1400000US06085511707,"Census Tract 5117.07, Santa Clara County, California",1211,995,283,316,148,171,58,14,5,216,113,40,27,21,11,2,2
1400000US06085511800,"Census Tract 5118, Santa Clara County, California",1619,1197,223,457,229,192,54,27,15,422,183,122,67,37,10,3,0
1400000US06085511905,"Census Tract 5119.05, Santa Clara County, California",1078,928,147,304,150,219,79,20,9,150,22,38,31,37,11,7,4
1400000US06085511907,"Census Tract 5119.07, Santa Clara County, California",1320,1159,152,379,214,276,90,33,15,161,8,29,34,55,25,9,1
1400000US06085511909,"Census Tract 5119.09, Santa Clara County, California",2605,2421,231,745,492,674,197,68,14,184,15,46,43,46,25,6,3
1400000US06085511910,"Census Tract 5119.10, Santa Clara County, California",1045,985,100,382,162,236,87,15,3,60,7,14,10,18,5,5,1
1400000US06085511911,"Census Tract 5119.11, Santa Clara County, California",1803,1381,279,505,237,220,84,33,23,422,117,133,68,57,30,10,7
1400000US06085511912,"Census Tract 5119.12, Santa Clara County, California",1716,1530,114,477,316,426,147,39,11,186,14,32,39,61,23,12,5
1400000US06085511913,"Census Tract 5119.13, Santa Clara County, California",1427,1336,140,453,233,345,124,29,12,91,20,16,17,20,15,2,1
1400000US06085511914,"Census Tract 5119.14, Santa Clara County, California",1954,1748,211,659,344,348,134,37,15,206,29,26,50,59,26,10,6
1400000US06085511915,"Census Tract 5119.15, Santa Clara County, California",1226,429,111,114,79,87,27,10,1,797,215,116,104,131,109,66,56
1400000US06085511916,"Census Tract 5119.16, Santa Clara County, California",1636,1184,153,393,257,261,83,21,16,452,127,118,76,73,33,14,11
1400000US06085512001,"Census Tract 5120.01, Santa Clara County, California",1985,1730,186,428,337,433,210,78,58,255,24,58,42,48,33,21,29
1400000US06085512005,"Census Tract 5120.05, Santa Clara County, California",2151,1721,231,581,341,350,117,56,45,430,42,97,75,95,63,28,30
1400000US06085512017,"Census Tract 5120.17, Santa Clara County, California",2098,1362,160,347,217,271,157,86,124,736,85,154,140,117,94,63,83
1400000US06085512019,"Census Tract 5120.19, Santa Clara County, California",1515,916,125,282,174,158,97,32,48,599,117,163,122,91,68,18,20
1400000US06085512020,"Census Tract 5120.20, Santa Clara County, California",2549,473,48,126,90,104,50,21,34,2076,630,638,373,224,115,50,46
1400000US06085512021,"Census Tract 5120.21, Santa Clara County, California",1995,1683,306,506,332,287,138,59,55,312,37,76,59,67,37,13,23
1400000US06085512022,"Census Tract 5120.22, Santa Clara County, California",1741,995,229,275,172,168,87,32,32,746,134,142,148,148,83,45,46
1400000US06085512023,"Census Tract 5120.23, Santa Clara County, California",1841,1046,280,310,169,163,64,32,28,795,96,204,177,151,92,36,39
1400000US06085512024,"Census Tract 5120.24, Santa Clara County, California",1653,875,179,289,156,146,59,27,19,778,176,189,156,141,74,23,19
1400000US06085512025,"Census Tract 5120.25, Santa Clara County, California",1058,843,76,295,146,183,81,38,24,215,101,34,22,23,23,8,4
1400000US06085512026,"Census Tract 5120.26, Santa Clara County, California",1298,975,216,265,191,170,77,32,24,323,30,75,90,55,36,20,17
1400000US06085512027,"Census Tract 5120.27, Santa Clara County, California",1535,566,91,164,121,96,50,30,14,969,336,258,158,124,44,27,22
1400000US06085512029,"Census Tract 5120.29, Santa Clara County, California",2245,1779,334,540,333,322,124,63,63,466,62,106,87,93,60,28,30
1400000US06085512030,"Census Tract 5120.30, Santa Clara County, California",961,853,100,288,159,175,79,31,21,108,7,18,18,20,19,10,16
1400000US06085512031,"Census Tract 5120.31, Santa Clara County, California",1370,1108,127,354,241,221,105,24,36,262,24,42,50,73,38,20,15
1400000US06085512032,"Census Tract 5120.32, Santa Clara County, California",1007,839,123,240,158,164,76,34,44,168,10,31,27,36,27,19,18
1400000US06085512033,"Census Tract 5120.33, Santa Clara County, California",1975,1414,195,468,253,296,112,45,45,561,104,110,116,113,63,27,28
1400000US06085512034,"Census Tract 5120.34, Santa Clara County, California",1003,791,135,215,171,166,55,31,18,212,21,43,44,57,28,7,12
1400000US06085512035,"Census Tract 5120.35, Santa Clara County, California",1344,1071,118,333,224,234,98,34,30,273,79,43,48,39,30,21,13
1400000US06085512036,"Census Tract 5120.36, Santa Clara County, California",1673,666,84,149,133,187,60,26,27,1007,299,357,178,107,35,15,16
1400000US06085512037,"Census Tract 5120.37, Santa Clara County, California",960,789,80,243,167,163,81,35,20,171,4,24,46,41,23,17,16
1400000US06085512038,"Census Tract 5120.38, Santa Clara County, California",1028,686,150,190,148,113,39,26,20,342,79,110,55,64,21,4,9
1400000US06085512039,"Census Tract 5120.39, Santa Clara County, California",1281,1004,97,224,186,229,143,63,62,277,14,48,47,63,53,20,32
1400000US06085512042,"Census Tract 5120.42, Santa Clara County, California",817,444,45,95,73,87,53,36,55,373,106,81,67,51,34,15,19
1400000US06085512043,"Census Tract 5120.43, Santa Clara County, California",1508,587,75,125,106,111,70,37,63,921,85,129,146,185,150,98,128
1400000US06085512045,"Census Tract 5120.45, Santa Clara County, California",1803,1513,228,476,279,318,114,56,42,290,27,50,75,70,34,14,20
1400000US06085512047,"Census Tract 5120.47, Santa Clara County, California",1698,1365,169,430,261,286,129,46,44,333,33,80,65,64,43,30,18
1400000US06085512052,"Census Tract 5120.52, Santa Clara County, California",1722,806,282,276,111,96,24,9,8,916,256,317,170,108,40,16,9
1400000US06085512053,"Census Tract 5120.53, Santa Clara County, California",1501,1049,176,362,185,189,92,24,21,452,49,107,112,87,59,20,18
1400000US06085512100,"Census Tract 5121, Santa Clara County, California",516,318,39,123,52,44,25,14,21,198,53,50,26,24,19,7,19
1400000US06085512200,"Census Tract 5122, Santa Clara County, California",1427,1181,160,480,193,180,104,34,30,246,78,80,29,28,21,6,4
1400000US06085512305,"Census Tract 5123.05, Santa Clara County, California",1277,1043,90,390,187,199,103,46,28,234,54,63,37,43,21,6,10
1400000US06085512307,"Census Tract 5123.07, Santa Clara County, California",2231,1771,318,607,282,344,131,61,28,460,102,134,81,70,32,17,24
1400000US06085512308,"Census Tract 5123.08, Santa Clara County, California",2203,1933,171,677,338,434,175,88,50,270,43,60,59,49,30,15,14
1400000US06085512309,"Census Tract 5123.09, Santa Clara County, California",1659,1383,192,489,273,249,116,42,22,276,35,56,48,62,30,22,23
1400000US06085512310,"Census Tract 5123.10, Santa Clara County, California",1244,551,132,145,94,105,30,24,21,693,145,162,125,120,70,44,27
1400000US06085512311,"Census Tract 5123.11, Santa Clara County, California",1124,837,150,251,161,157,76,27,15,287,83,59,38,49,34,13,11
1400000US06085512312,"Census Tract 5123.12, Santa Clara County, California",913,731,116,208,117,163,82,27,18,182,11,46,35,40,30,15,5
1400000US06085512313,"Census Tract 5123.13, Santa Clara County, California",1141,416,58,128,72,89,39,12,18,725,126,166,125,113,78,48,69
1400000US06085512314,"Census Tract 5123.14, Santa Clara County, California",1882,1071,186,347,205,180,89,32,32,811,181,172,131,126,99,49,53
1400000US06085512401,"Census Tract 5124.01, Santa Clara County, California",1428,980,116,348,181,168,84,39,44,448,91,98,71,68,41,34,45
1400000US06085512402,"Census Tract 5124.02, Santa Clara County, California",1532,1080,121,361,189,175,92,61,81,452,109,88,75,61,45,31,43
1400000US06085512503,"Census Tract 5125.03, Santa Clara County, California",2392,2127,217,634,390,522,242,71,51,265,26,54,45,69,38,21,12
1400000US06085512505,"Census Tract 5125.05, Santa Clara County, California",2038,1136,121,249,190,268,142,86,80,902,168,198,120,181,119,68,48
1400000US06085512506,"Census Tract 5125.06, Santa Clara County, California",1700,865,113,228,150,187,77,46,64,835,80,123,153,173,142,76,88
1400000US06085512508,"Census Tract 5125.08, Santa Clara County, California",2514,1416,268,472,252,221,91,53,59,1098,266,173,171,168,143,74,103
1400000US06085512509,"Census Tract 5125.09, Santa Clara County, California",1172,886,110,257,180,161,86,44,48,286,25,44,38,63,49,34,33
1400000US06085512510,"Census Tract 5125.10, Santa Clara County, California",2137,1298,177,459,243,236,115,37,31,839,260,189,130,117,75,38,30
1400000US06085512602,"Census Tract 5126.02, Santa Clara County, California",917,497,91,181,78,62,46,15,24,420,79,77,72,72,45,30,45
1400000US06085512603,"Census Tract 5126.03, Santa Clara County, California",966,233,42,64,28,42,20,10,27,733,95,92,101,156,113,70,106
1400000US06085512604,"Census Tract 5126.04, Santa Clara County, California",1073,469,73,119,63,70,49,34,61,604,71,81,85,100,101,68,98
1400000US06085513000,"Census Tract 5130, Santa Clara County, California",2946,4,3,1,0,0,0,0,0,2942,1357,1103,250,195,30,6,1
1400000US06085513500,"Census Tract 5135, Santa Clara County, California",381,239,56,95,33,27,12,11,5,142,36,41,28,14,4,9,10
