"GEO_ID","NAME","H001001",
"Geography","Geographic Area Name","Total",
"1500000US060855029091","Block Group 1, Census Tract 5029.09, Santa Clara County, California","442",
"1500000US060855029092","Block Group 2, Census Tract 5029.09, Santa Clara County, California","330",
"1500000US060855029093","Block Group 3, Census Tract 5029.09, Santa Clara County, California","686",
"1500000US060855029094","Block Group 4, Census Tract 5029.09, Santa Clara County, California","596",
"1500000US060855029101","Block Group 1, Census Tract 5029.10, Santa Clara County, California","344",
"1500000US060855029102","Block Group 2, Census Tract 5029.10, Santa Clara County, California","302",
"1500000US060855029103","Block Group 3, Census Tract 5029.10, Santa Clara County, California","254",
"1500000US060855029104","Block Group 4, Census Tract 5029.10, Santa Clara County, California","606",
"1500000US060855030011","Block Group 1, Census Tract 5030.01, Santa Clara County, California","522",
"1500000US060855030012","Block Group 2, Census Tract 5030.01, Santa Clara County, California","376",
"1500000US060855030013","Block Group 3, Census Tract 5030.01, Santa Clara County, California","737",
"1500000US060855030021","Block Group 1, Census Tract 5030.02, Santa Clara County, California","549",
"1500000US060855030022","Block Group 2, Census Tract 5030.02, Santa Clara County, California","769",
"1500000US060855030031","Block Group 1, Census Tract 5030.03, Santa Clara County, California","364",
"1500000US060855030032","Block Group 2, Census Tract 5030.03, Santa Clara County, California","702",
"1500000US060855030033","Block Group 3, Census Tract 5030.03, Santa Clara County, California","505",
"1500000US060855030034","Block Group 4, Census Tract 5030.03, Santa Clara County, California","227",
"1500000US060855031051","Block Group 1, Census Tract 5031.05, Santa Clara County, California","771",
"1500000US060855031081","Block Group 1, Census Tract 5031.08, Santa Clara County, California","779",
"1500000US060855031082","Block Group 2, Census Tract 5031.08, Santa Clara County, California","1363",
"1500000US060855031083","Block Group 3, Census Tract 5031.08, Santa Clara County, California","301",
"1500000US060855031084","Block Group 4, Census Tract 5031.08, Santa Clara County, California","401",
"1500000US060855031101","Block Group 1, Census Tract 5031.10, Santa Clara County, California","506",
"1500000US060855031102","Block Group 2, Census Tract 5031.10, Santa Clara County, California","298",
"1500000US060855031103","Block Group 3, Census Tract 5031.10, Santa Clara County, California","300",
"1500000US060855031111","Block Group 1, Census Tract 5031.11, Santa Clara County, California","239",
"1500000US060855031112","Block Group 2, Census Tract 5031.11, Santa Clara County, California","401",
"1500000US060855031113","Block Group 3, Census Tract 5031.11, Santa Clara County, California","456",
"1500000US060855031121","Block Group 1, Census Tract 5031.12, Santa Clara County, California","1156",
"1500000US060855031122","Block Group 2, Census Tract 5031.12, Santa Clara County, California","364",
"1500000US060855031131","Block Group 1, Census Tract 5031.13, Santa Clara County, California","758",
"1500000US060855031132","Block Group 2, Census Tract 5031.13, Santa Clara County, California","579",
"1500000US060855031151","Block Group 1, Census Tract 5031.15, Santa Clara County, California","2595",
"1500000US060855031161","Block Group 1, Census Tract 5031.16, Santa Clara County, California","1352",
"1500000US060855031162","Block Group 2, Census Tract 5031.16, Santa Clara County, California","870",
"1500000US060855031171","Block Group 1, Census Tract 5031.17, Santa Clara County, California","359",
"1500000US060855031172","Block Group 2, Census Tract 5031.17, Santa Clara County, California","377",
"1500000US060855031181","Block Group 1, Census Tract 5031.18, Santa Clara County, California","187",
"1500000US060855031182","Block Group 2, Census Tract 5031.18, Santa Clara County, California","658",
"1500000US060855031183","Block Group 3, Census Tract 5031.18, Santa Clara County, California","828",
"1500000US060855031211","Block Group 1, Census Tract 5031.21, Santa Clara County, California","1319",
"1500000US060855031212","Block Group 2, Census Tract 5031.21, Santa Clara County, California","225",
"1500000US060855031221","Block Group 1, Census Tract 5031.22, Santa Clara County, California","855",
"1500000US060855031222","Block Group 2, Census Tract 5031.22, Santa Clara County, California","336",
"1500000US060855031231","Block Group 1, Census Tract 5031.23, Santa Clara County, California","858",
"1500000US060855031232","Block Group 2, Census Tract 5031.23, Santa Clara County, California","808",
"1500000US060855032041","Block Group 1, Census Tract 5032.04, Santa Clara County, California","624",
"1500000US060855032042","Block Group 2, Census Tract 5032.04, Santa Clara County, California","471",
