"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US06085506000","Census Tract 5060, Santa Clara County, California","1905","53","100558","7033","66.5","6.6","80364","14729","2.1","2.5","87174","103337","0.0","2.1","-","-222222222","28.3","6.0","110546","9895","0.0","2.1","-","-222222222","1.4","2.1","157589","17388","1.7","1.6","175074","366020","14.5","4.7","67887","13473","54.2","6.9","94519","31332","1.0","1.7","-","-222222222","52.7","5.7","110461","15405","30.7","4.9","104595","20884","15.6","2.9","48966","7648","1167","125","115451","10133","40.7","8.3","137792","15326","59.3","8.3","112863","14051","81.0","8.3","122950","21235","14.1","7.8","81579","63188","5.0","4.4","115625","204372","738","126","62649","8591","47.0","15.3","55685","30875","37.7","14.3","41944","32890","9.3","7.3","141838","91857","53.0","15.3","77688","33618","45.1","15.0","78563","30017","7.9","7.1","21471","158088","20.0","-888888888.0","(X)","-888888888","12.5","-888888888.0","(X)","(X)","24.7","-888888888.0","(X)","(X)",
"1400000US06085506101","Census Tract 5061.01, Santa Clara County, California","1721","73","100750","20032","70.2","4.7","110250","16725","1.7","1.9","11974","40234","0.8","1.1","-","-222222222","20.9","4.0","103365","37274","0.0","2.3","-","-222222222","2.6","3.0","54219","217065","3.9","2.8","26518","64095","15.4","4.2","54805","72514","60.1","4.8","110675","14472","0.9","1.1","115417","185971","30.2","4.1","110139","19952","40.0","4.8","136438","10266","29.0","3.5","46625","15603","1255","98","113616","24832","44.9","5.4","122625","42718","55.1","5.4","110682","30324","84.5","5.6","133750","11280","11.2","5.2","33942","41670","4.3","3.2","46842","40164","466","98","52849","10741","61.8","13.4","34091","26163","55.8","13.4","30556","18564","6.0","5.6","223750","78221","38.2","13.4","61364","31148","27.9","11.3","65682","36660","10.3","10.8","54375","115535","16.6","-888888888.0","(X)","-888888888","15.3","-888888888.0","(X)","(X)","20.0","-888888888.0","(X)","(X)",
"1400000US06085506102","Census Tract 5061.02, Santa Clara County, California","1607","72","78917","16081","72.2","7.0","73608","11306","0.7","1.3","-","-222222222","0.3","0.5","-","-222222222","21.8","4.1","106006","16957","0.0","2.5","-","-222222222","2.8","4.7","-","-222222222","2.1","1.9","133229","102098","16.2","6.8","60068","42307","59.6","7.8","78167","18454","0.8","1.0","105179","27130","39.0","6.6","105637","28748","36.3","8.6","88098","33349","24.0","6.1","55104","23098","1093","102","96780","24622","43.9","8.0","78167","28851","56.1","8.0","109191","31081","80.1","10.0","121172","27872","12.7","8.7","61644","13076","7.2","4.5","51648","34888","514","112","49596","14181","41.2","12.5","55208","22673","37.4","11.8","47750","20933","3.9","4.3","61923","62714","58.8","12.5","49522","35119","47.5","13.1","48708","1335","11.3","7.1","148068","6523","21.2","-888888888.0","(X)","-888888888","17.1","-888888888.0","(X)","(X)","29.8","-888888888.0","(X)","(X)",
"1400000US06085506103","Census Tract 5061.03, Santa Clara County, California","1679","67","112250","15557","53.8","5.2","97991","23423","1.5","1.7","250,000+","-333333333","2.2","2.5","-","-222222222","35.3","5.0","127109","28193","0.0","2.4","-","-222222222","3.8","2.3","35313","12525","3.5","2.8","69479","15234","6.1","3.3","36500","119142","50.8","5.8","95694","23062","0.0","2.4","-","-222222222","36.9","6.1","127404","42774","46.6","5.6","106563","26599","16.5","3.2","57614","32705","1191","111","121792","12485","55.3","6.0","147847","24619","44.7","6.0","112670","13737","82.3","7.0","127389","15617","8.7","6.1","63125","93133","9.0","4.5","77656","107541","488","93","72714","6632","60.9","14.0","75101","34625","48.6","13.7","56510","46113","12.3","9.6","87292","153623","39.1","14.0","72607","5879","26.2","12.6","69063","61647","12.9","11.7","73250","26624","24.4","-888888888.0","(X)","-888888888","19.6","-888888888.0","(X)","(X)","33.4","-888888888.0","(X)","(X)",
"1400000US06085506202","Census Tract 5062.02, Santa Clara County, California","2455","91","99632","15258","59.6","6.0","92375","16746","2.9","3.7","49025","40252","0.0","1.6","-","-222222222","31.7","5.1","122375","59162","0.7","1.1","-","-222222222","2.9","3.1","154836","240635","2.1","1.7","182639","179330","6.2","3.5","151477","99994","57.4","6.0","93792","15873","2.2","2.5","9324","14352","40.7","4.6","120550","43846","33.1","4.6","142083","43758","24.0","3.9","69609","13123","1837","153","126098","28728","47.5","6.4","156284","23671","52.5","6.4","101458","27557","89.4","5.4","139583","23315","8.6","5.1","83409","30831","2.0","1.8","121000","74377","618","143","56333","31614","58.4","13.8","38795","25015","49.0","14.4","26331","22801","9.4","8.5","96711","135605","41.6","13.8","73305","7147","25.2","11.9","73063","8200","16.3","12.1","73598","68880","12.6","-888888888.0","(X)","-888888888","11.6","-888888888.0","(X)","(X)","15.5","-888888888.0","(X)","(X)",
"1400000US06085506203","Census Tract 5062.03, Santa Clara County, California","2305","137","69320","12121","30.0","5.4","62930","17624","4.1","3.4","36761","2486","0.0","1.7","-","-222222222","58.3","6.2","78710","11648","0.3","0.6","-","-222222222","2.7","2.4","75850","46560","4.6","3.0","49375","4343","4.3","2.9","60938","33503","29.1","5.3","63750","18288","8.9","4.6","9906","47717","53.6","6.8","87155","9557","30.2","5.2","56573","16883","7.2","3.0","46250","72676","1330","195","81894","12838","53.5","10.3","82262","39663","46.5","10.3","81250","19880","78.3","8.5","86514","12704","13.4","7.5","37984","20158","8.3","6.9","47407","94695","975","176","50734","15600","31.6","9.9","50081","20433","26.3","9.1","50565","32129","5.3","4.4","49250","23052","68.4","9.9","52083","50094","53.9","12.2","76100","35159","14.5","10.4","40339","43779","21.1","-888888888.0","(X)","-888888888","22.6","-888888888.0","(X)","(X)","19.2","-888888888.0","(X)","(X)",
"1400000US06085506204","Census Tract 5062.04, Santa Clara County, California","2147","67","77122","7468","59.5","7.0","75409","11165","0.0","1.8","-","-222222222","0.7","1.0","-","-222222222","35.5","5.0","110776","65463","0.0","1.8","-","-222222222","3.8","4.1","120060","87289","0.5","0.8","-","-222222222","8.2","5.1","76625","49858","55.8","7.3","76409","9114","1.9","2.6","-","-222222222","39.0","5.1","85821","11300","38.6","5.9","110956","59222","20.5","5.1","60333","37614","1581","151","79477","30396","51.3","7.4","79901","52068","48.7","7.4","78529","46163","75.0","8.0","121875","12484","20.9","7.9","60000","28494","4.1","2.9","72426","12108","566","136","63563","13568","56.5","18.0","47727","28435","44.5","18.2","32176","26046","12.0","10.7","54274","8547","43.5","18.0","85224","16391","36.6","17.2","76563","15765","6.9","9.0","86434","1013","29.9","-888888888.0","(X)","-888888888","33.6","-888888888.0","(X)","(X)","19.6","-888888888.0","(X)","(X)",
"1400000US06085506301","Census Tract 5063.01, Santa Clara County, California","2381","113","52305","7986","62.9","8.4","61493","6451","5.0","3.9","55395","33195","0.0","1.7","-","-222222222","19.7","6.9","54167","9848","0.0","1.7","-","-222222222","9.2","6.4","43238","25248","3.1","2.5","49716","7294","15.5","8.0","39012","16377","57.3","9.1","64333","9580","4.9","3.9","33398","28606","42.9","7.0","60472","16299","38.6","7.4","59792","15823","13.5","5.0","19009","14407","1187","193","59896","9911","40.8","11.3","56250","25911","59.2","11.3","59896","9685","63.4","13.2","70096","25268","28.9","12.6","49770","15469","7.7","8.4","43922","649","1194","184","47719","8923","59.5","11.8","35212","28116","53.9","12.3","23056","23752","5.6","4.8","71838","41587","40.5","11.8","62438","16167","28.4","10.7","60188","19412","12.1","6.7","76216","27107","21.0","-888888888.0","(X)","-888888888","32.4","-888888888.0","(X)","(X)","8.3","-888888888.0","(X)","(X)",
"1400000US06085506302","Census Tract 5063.02, Santa Clara County, California","2386","116","97206","13535","68.1","6.2","85671","7924","1.6","1.7","92011","2112","1.1","1.3","119531","100374","20.2","3.8","135466","17947","0.0","1.7","-","-222222222","5.9","4.9","110135","26722","3.1","2.7","95382","29953","13.1","6.2","84453","42076","61.6","7.2","86829","12864","3.6","3.2","2,500-","-333333333","44.8","5.6","103545","12332","35.8","5.3","114353","24395","15.7","3.3","68365","30157","1611","152","107604","18282","48.9","6.2","121190","29928","51.1","6.2","90980","24041","70.3","8.5","122813","17550","18.6","5.9","75994","18060","11.1","7.0","45993","70858","775","180","80066","23897","44.1","13.6","64625","18717","31.9","11.0","61750","23657","12.3","8.1","117734","113538","55.9","13.6","87007","21538","31.0","12.1","74583","39225","24.9","14.9","110827","51089","28.1","-888888888.0","(X)","-888888888","29.4","-888888888.0","(X)","(X)","19.1","-888888888.0","(X)","(X)",
"1400000US06085506304","Census Tract 5063.04, Santa Clara County, California","2022","115","65714","15829","54.7","7.9","59395","16808","5.7","3.9","91214","6889","0.5","0.6","100000","17449","28.5","7.4","65547","31130","3.7","3.0","35532","23367","4.1","3.1","115245","174192","2.8","3.0","82941","39033","13.9","4.8","50179","18447","45.0","8.1","66152","12042","3.9","2.9","58523","11624","53.3","6.4","68226","17872","35.9","5.8","53550","23415","7.0","3.4","38750","34392","1124","182","72328","21214","44.8","10.7","76563","36887","55.2","10.7","71793","23102","85.7","8.8","90824","20908","10.1","7.2","24444","29912","4.2","5.3","71101","708","898","179","50156","8633","58.6","11.9","47500","14224","46.2","11.3","39173","7460","12.4","7.8","66875","126691","41.4","11.9","54216","11319","36.1","11.9","54608","13125","5.3","4.9","45833","193189","21.9","-888888888.0","(X)","-888888888","25.0","-888888888.0","(X)","(X)","17.6","-888888888.0","(X)","(X)",
"1400000US06085506305","Census Tract 5063.05, Santa Clara County, California","2576","87","64030","7740","53.8","7.3","71136","24125","8.5","3.5","70735","19199","0.3","0.6","-","-222222222","24.7","4.2","61895","26517","0.0","1.5","-","-222222222","11.8","5.4","35096","47082","0.8","1.0","39519","78850","26.2","5.2","62604","8527","41.1","6.4","68266","20948","6.4","3.6","56518","21158","49.0","5.9","71103","25834","28.2","5.3","63785","16915","16.3","3.8","31875","46029","1731","209","73719","12843","57.3","7.7","61332","5841","42.7","7.7","82634","9945","61.8","7.9","84241","14207","19.9","8.3","57368","55686","18.4","7.6","58250","31705","845","199","36157","14770","43.2","12.3","14803","27182","34.1","11.6","12051","5200","9.1","7.3","58345","11386","56.8","12.3","58750","36225","48.4","11.8","44250","34630","8.4","7.2","90820","58128","22.6","-888888888.0","(X)","-888888888","26.1","-888888888.0","(X)","(X)","15.5","-888888888.0","(X)","(X)",
"1400000US06085506401","Census Tract 5064.01, Santa Clara County, California","1868","119","62175","10274","64.3","7.4","67869","13762","4.5","4.0","16974","37969","0.0","2.1","-","-222222222","17.1","3.8","85833","50746","1.6","2.4","-","-222222222","11.2","6.5","34188","7685","1.2","1.2","135781","26614","19.5","6.8","50037","24642","56.0","7.0","68295","14131","6.4","3.8","51159","16890","39.9","6.7","72083","23867","35.9","6.7","64875","21573","17.8","4.4","45500","40907","1022","131","68214","21550","42.9","10.8","46964","31178","57.1","10.8","80750","31380","62.8","10.2","90694","44180","21.4","8.4","34612","9002","15.8","7.7","93365","102301","846","147","56875","15714","48.1","10.7","31745","10281","43.5","10.7","30729","12505","4.6","3.4","113906","82378","51.9","10.7","87639","33038","46.6","10.5","89444","30993","5.3","3.9","60875","86151","30.6","-888888888.0","(X)","-888888888","23.0","-888888888.0","(X)","(X)","35.5","-888888888.0","(X)","(X)",
"1400000US06085506402","Census Tract 5064.02, Santa Clara County, California","2223","111","53099","8946","61.0","7.8","59576","11285","4.0","4.2","27163","104908","0.7","0.9","95278","72980","22.1","6.2","52833","30531","0.0","1.8","-","-222222222","8.3","4.5","36518","27492","3.7","2.6","22266","4299","23.2","5.5","35433","7486","48.5","7.1","70313","16051","8.3","4.6","35313","21030","42.0","7.5","62269","15700","37.1","6.5","57826","16415","12.6","2.5","31715","10254","1334","145","53125","16336","43.8","8.3","60400","36028","56.2","8.3","51466","19760","70.5","11.3","69911","21811","17.6","9.6","37813","47439","11.8","6.8","53382","60549","889","181","52917","13009","54.4","12.8","39464","20312","37.3","12.0","26615","6756","17.1","10.2","71667","5605","45.6","12.8","57962","9314","38.8","11.4","54639","12394","6.7","5.5","95167","107194","34.1","-888888888.0","(X)","-888888888","36.3","-888888888.0","(X)","(X)","26.5","-888888888.0","(X)","(X)",
"1400000US06085506501","Census Tract 5065.01, Santa Clara County, California","2409","122","54161","9795","61.1","6.7","54063","13774","4.7","3.6","38828","31533","0.0","1.6","-","-222222222","19.8","5.7","83837","61779","0.0","1.6","-","-222222222","10.6","5.5","53237","25046","3.9","3.0","93409","68146","30.3","5.1","26458","25576","41.8","5.0","63575","3875","11.0","5.2","48063","17148","48.5","6.6","60038","10314","30.8","5.3","58125","32692","9.7","2.6","28264","35631","1550","155","59348","6192","60.7","8.4","54311","16284","39.3","8.4","59837","45027","67.5","9.6","66274","20299","26.1","9.4","22442","9912","6.3","4.9","62700","19140","859","148","38984","17202","54.0","13.4","32222","25720","41.7","12.1","30833","25319","12.3","10.4","65676","108858","46.0","13.4","48680","15416","32.4","11.7","21000","49610","13.6","8.9","63903","7493","26.0","-888888888.0","(X)","-888888888","24.9","-888888888.0","(X)","(X)","27.9","-888888888.0","(X)","(X)",
"1400000US06085506502","Census Tract 5065.02, Santa Clara County, California","1906","126","86346","14845","74.2","6.7","91918","16822","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","13.6","4.9","100125","44487","2.4","3.4","-","-222222222","5.2","3.0","63533","19520","4.6","4.3","36575","43692","9.7","3.5","66705","25188","70.1","7.0","99018","16171","7.2","4.4","48750","36811","45.0","5.8","98750","16808","37.1","5.0","104688","13448","10.7","4.2","38897","17838","988","123","91336","24419","49.6","9.3","87273","34415","50.4","9.3","108396","28447","58.3","9.3","113971","29467","33.5","9.4","66534","24640","8.2","4.0","22188","44933","918","123","79231","18501","49.9","8.8","71667","37210","33.2","8.4","52788","20301","16.7","6.8","107574","14649","50.1","8.8","82794","35746","41.9","9.4","82054","29244","8.2","5.3","111607","161362","20.3","-888888888.0","(X)","-888888888","25.9","-888888888.0","(X)","(X)","13.2","-888888888.0","(X)","(X)",
"1400000US06085506503","Census Tract 5065.03, Santa Clara County, California","2636","117","62143","11351","68.6","7.8","69651","8849","2.7","2.6","26544","43308","0.7","1.1","-","-222222222","19.6","4.6","32226","21328","0.0","1.5","-","-222222222","7.1","4.5","59038","34300","1.3","1.2","109063","123671","16.5","5.1","70089","18244","60.2","7.5","69338","8731","3.8","3.3","37652","24472","37.6","5.3","78864","20801","37.3","5.3","70297","7109","21.2","3.2","17841","11263","1293","185","73326","8324","43.1","8.4","59877","37580","56.9","8.4","74195","7908","65.0","8.7","103681","32571","22.4","8.8","41625","25309","12.6","6.6","58893","11155","1343","187","44432","25266","56.6","10.3","38202","24935","40.9","9.7","18015","10745","15.7","8.3","111908","72762","43.4","10.3","56696","13664","33.0","9.8","44205","22873","10.4","7.6","101429","11553","19.6","-888888888.0","(X)","-888888888","17.7","-888888888.0","(X)","(X)","20.6","-888888888.0","(X)","(X)",
"1400000US06085506601","Census Tract 5066.01, Santa Clara County, California","1660","95","76667","16377","62.7","7.1","67031","18864","2.2","1.8","71146","68718","0.9","1.4","186161","69435","16.9","4.3","163000","51252","0.0","2.4","-","-222222222","15.2","7.2","49779","40400","2.0","1.5","140385","75093","22.7","7.0","39024","22736","56.2","6.6","74620","19740","2.8","2.8","111205","54802","47.0","6.7","65923","12118","35.0","4.7","94063","11075","15.1","4.2","54803","51329","1174","127","92569","10600","50.3","7.5","93750","25766","49.7","7.5","87750","17920","86.8","6.2","93319","11649","11.8","6.0","79091","43626","1.4","1.7","103068","31903","486","135","60605","14322","36.6","12.7","44583","10088","28.6","11.8","42986","7264","8.0","6.2","119013","29958","63.4","12.7","61855","4867","46.1","14.1","60161","25049","17.3","14.6","76875","74713","21.9","-888888888.0","(X)","-888888888","17.5","-888888888.0","(X)","(X)","28.8","-888888888.0","(X)","(X)",
"1400000US06085506603","Census Tract 5066.03, Santa Clara County, California","1428","26","92500","12830","73.4","4.5","91667","17980","0.4","0.9","-","-222222222","0.0","2.8","-","-222222222","19.9","2.9","97188","27767","0.8","1.6","-","-222222222","3.4","2.9","25583","15635","2.1","2.0","185833","101450","8.8","4.1","46528","22807","68.1","5.4","91771","18601","1.1","1.6","-","-222222222","30.3","4.3","128864","28609","42.9","5.0","95052","14926","25.8","3.4","55227","18205","1119","69","106065","14867","48.5","5.9","125125","35365","51.5","5.9","94107","23407","79.8","7.2","116696","23813","10.2","5.9","81833","16174","10.0","6.6","46923","19760","309","67","58042","19053","51.1","17.9","37692","12537","51.1","17.9","37692","12537","0.0","12.1","-","-222222222","48.9","17.9","75341","45600","27.8","17.0","59250","26033","21.0","13.2","128750","77917","21.8","-888888888.0","(X)","-888888888","24.1","-888888888.0","(X)","(X)","13.6","-888888888.0","(X)","(X)",
"1400000US06085506604","Census Tract 5066.04, Santa Clara County, California","2625","78","94601","20653","66.0","5.7","87422","10380","2.3","2.9","46630","25569","0.0","1.5","-","-222222222","22.2","4.7","122702","26687","0.0","1.5","-","-222222222","6.2","3.7","50405","31374","3.3","3.0","89815","84473","7.1","3.3","51824","10044","64.2","5.7","88750","10406","0.5","0.9","-","-222222222","39.2","3.7","136818","25899","40.3","4.1","86200","14371","19.9","2.7","41683","8010","1969","135","119856","12069","48.6","5.7","121250","23353","51.4","5.7","118221","46130","83.2","5.8","131037","16608","14.5","6.1","52297","16397","2.3","2.3","112361","97242","656","141","50692","7936","44.2","15.0","35761","15222","36.1","14.3","26920","10586","8.1","6.7","111985","113478","55.8","15.0","52346","11147","48.6","16.8","51442","5455","7.2","8.1","250,000+","-333333333","12.7","-888888888.0","(X)","-888888888","10.1","-888888888.0","(X)","(X)","20.6","-888888888.0","(X)","(X)",
"1400000US06085506605","Census Tract 5066.05, Santa Clara County, California","1514","66","75543","11024","62.2","6.9","82878","13492","3.4","3.2","52604","64882","2.0","2.4","-","-222222222","23.7","6.7","55875","26536","0.0","2.6","-","-222222222","7.5","4.9","86406","52396","1.3","1.1","77917","45199","14.1","5.2","83170","19548","55.6","6.8","83000","21291","5.2","4.1","39744","22864","39.4","6.5","80125","12894","38.7","5.9","106486","26378","16.6","3.3","44444","34741","998","112","90324","11015","47.3","7.0","83462","28231","52.7","7.0","91284","26341","71.8","10.0","115972","38865","12.0","5.7","70909","31202","16.1","7.8","58598","31642","516","108","51029","18277","41.5","11.7","30278","12615","37.0","11.5","27235","14014","4.5","5.0","53906","268033","58.5","11.7","58971","23141","45.3","13.8","52019","15028","13.2","12.2","84737","71023","21.9","-888888888.0","(X)","-888888888","24.0","-888888888.0","(X)","(X)","17.6","-888888888.0","(X)","(X)",
"1400000US06085506606","Census Tract 5066.06, Santa Clara County, California","1657","77","78438","15223","57.7","6.9","77130","16351","3.8","2.8","137614","109239","0.5","0.9","-","-222222222","24.0","4.3","88281","32308","0.0","2.4","-","-222222222","9.8","5.5","64286","41556","4.2","3.6","47941","17292","18.8","7.1","48580","17848","52.7","7.1","82361","21047","3.3","2.5","41289","1240","38.9","6.0","81204","25553","39.7","5.2","87197","26578","18.1","3.6","37121","12706","1147","115","88205","19576","49.3","6.6","78958","37294","50.7","6.6","89388","27843","66.0","8.1","110956","22005","22.4","6.4","44432","16414","11.6","5.9","43321","22393","510","98","48409","7503","51.0","13.5","46500","18154","40.8","12.4","41667","14811","10.2","8.4","127778","38486","49.0","13.5","48636","8555","34.5","13.0","41630","18744","14.5","12.1","85625","120646","23.2","-888888888.0","(X)","-888888888","22.6","-888888888.0","(X)","(X)","24.5","-888888888.0","(X)","(X)",
"1400000US06085506701","Census Tract 5067.01, Santa Clara County, California","1375","54","102799","11052","73.0","4.6","103514","17993","0.7","1.1","-","-222222222","2.3","2.5","49722","144298","19.8","4.5","102778","49897","0.0","2.9","-","-222222222","1.3","1.6","67750","6268","2.9","2.6","24333","361990","8.4","4.7","68000","93412","65.9","5.5","104257","19151","0.0","2.9","-","-222222222","38.5","5.4","115781","26232","44.4","5.7","127813","44942","17.2","4.9","19531","33033","1075","101","119205","30332","58.2","7.7","148611","34792","41.8","7.7","84150","7792","82.4","6.7","137778","26279","10.5","5.1","86250","22526","7.1","4.5","60167","73766","300","91","35595","22756","59.0","18.1","20417","39887","45.3","18.4","17115","3776","13.7","11.1","127125","118527","41.0","18.1","36756","57717","32.3","19.9","35982","6236","8.7","8.5","121250","22182","27.0","-888888888.0","(X)","-888888888","29.3","-888888888.0","(X)","(X)","7.3","-888888888.0","(X)","(X)",
"1400000US06085506702","Census Tract 5067.02, Santa Clara County, California","2048","130","81984","13978","67.0","6.8","81500","14139","2.7","2.1","67132","18142","1.0","1.6","-","-222222222","13.4","3.4","167500","84709","0.0","1.9","-","-222222222","12.8","5.6","31304","28137","3.1","2.5","117639","72012","19.3","6.4","48875","13791","61.3","6.7","81906","15875","5.4","4.5","29519","53183","32.2","6.4","90227","24658","47.6","5.4","107083","15187","14.7","4.0","62639","28888","1365","164","103633","18701","56.7","10.3","84342","25094","43.3","10.3","112180","36593","66.1","11.6","125875","48446","22.5","8.6","69779","15197","11.4","8.7","75638","50199","683","153","62593","8335","50.4","17.8","63246","3628","42.6","17.5","61544","9499","7.8","9.1","66840","68467","49.6","17.8","56483","20825","38.7","16.2","56744","21143","11.0","7.5","44338","114358","29.1","-888888888.0","(X)","-888888888","27.3","-888888888.0","(X)","(X)","24.9","-888888888.0","(X)","(X)",
"1400000US06085506703","Census Tract 5067.03, Santa Clara County, California","1341","74","88427","14232","79.4","8.1","87944","11438","3.8","2.8","63008","48630","0.0","2.9","-","-222222222","14.1","7.4","121295","61244","0.6","1.0","-","-222222222","2.1","1.6","30313","58039","0.0","2.9","-","-222222222","7.2","3.8","95455","116799","74.3","8.1","86042","9951","0.6","1.0","-","-222222222","34.2","5.0","85944","27169","46.0","5.8","108897","34318","19.2","4.5","58594","21378","955","97","98542","24966","49.9","8.6","87005","13420","50.1","8.6","116250","22848","71.3","9.4","115375","25031","17.6","6.5","78214","63007","11.1","7.6","83750","62491","386","100","67500","22917","57.0","15.8","50750","22178","45.9","14.4","47159","15946","11.1","11.0","78419","14857","43.0","15.8","69706","10934","26.7","14.2","80972","37976","16.3","12.1","68309","29241","28.3","-888888888.0","(X)","-888888888","27.2","-888888888.0","(X)","(X)","18.7","-888888888.0","(X)","(X)",
"1400000US06085506801","Census Tract 5068.01, Santa Clara County, California","2141","116","114514","15679","82.7","4.2","103269","20925","0.7","1.0","-","-222222222","0.0","1.8","-","-222222222","12.3","3.4","153007","32387","0.0","1.8","-","-222222222","0.4","0.7","-","-222222222","4.0","3.4","58839","355692","3.0","2.3","42188","81524","80.1","4.8","106635","17238","0.0","1.8","-","-222222222","33.1","4.7","153818","34646","50.8","5.0","115898","21052","16.1","2.7","71466","9011","1472","128","158529","31393","54.7","5.9","170563","14550","45.3","5.9","116513","49085","84.8","7.3","171375","16698","11.8","5.5","74479","81576","3.5","5.1","-","**","669","139","59421","15542","49.9","12.8","55660","6381","47.4","12.1","55259","7215","2.5","3.9","-","-222222222","50.1","12.8","73156","17040","40.5","13.7","70919","22053","9.6","8.8","74500","83387","22.7","-888888888.0","(X)","-888888888","23.3","-888888888.0","(X)","(X)","19.3","-888888888.0","(X)","(X)",
"1400000US06085506802","Census Tract 5068.02, Santa Clara County, California","1890","67","99097","11644","89.1","3.8","94688","12597","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","8.8","3.0","132250","63229","0.0","2.1","-","-222222222","2.1","2.4","124167","16890","0.0","2.1","-","-222222222","8.3","3.9","109005","14353","82.9","4.5","93945","11881","0.4","0.6","-","-222222222","39.2","4.1","131625","24063","42.9","4.1","87500","14769","17.6","2.7","54853","9496","1422","107","115357","20275","44.0","6.3","124750","21762","56.0","6.3","98438","25889","76.6","7.7","132171","16342","17.0","6.7","64688","14010","6.4","5.0","28897","36250","468","112","56000","31078","53.4","11.4","27339","17116","46.4","11.0","26838","24209","7.1","6.3","35893","126296","46.6","11.4","90250","22100","42.5","11.0","90375","21448","4.1","4.3","37375","128499","23.8","-888888888.0","(X)","-888888888","20.0","-888888888.0","(X)","(X)","23.9","-888888888.0","(X)","(X)",
"1400000US06085506803","Census Tract 5068.03, Santa Clara County, California","2393","78","100856","17873","73.4","6.6","105926","16508","3.3","3.2","105625","149030","0.0","1.7","-","-222222222","16.0","5.8","115417","81733","0.0","1.7","-","-222222222","3.9","3.6","41132","35890","3.4","3.3","83550","154201","8.2","2.8","82800","80474","70.2","6.1","102060","17288","4.5","3.3","75083","75452","39.8","5.1","120921","34213","36.4","3.7","115598","20417","19.3","3.2","64598","6268","1878","149","108723","15433","55.3","6.5","109096","31647","44.7","6.5","106406","33839","82.2","6.3","124302","18122","10.3","4.8","61538","55324","7.5","5.2","44444","100363","515","127","65052","23154","45.0","17.0","65417","34241","34.8","15.6","67031","26460","10.3","10.3","17284","55780","55.0","17.0","59708","38798","38.8","18.0","44130","52296","16.1","15.9","172530","184494","30.8","-888888888.0","(X)","-888888888","32.8","-888888888.0","(X)","(X)","23.5","-888888888.0","(X)","(X)",
